Cluster,region,technology,Resource,Zone,EndCap,EndEnergyCap,EndChargeCap,NewCap,RetCap,NewEnergyCap,RetEnergyCap,NewChargeCap,RetChargeCap,iter,CPA_ID,lcoe,Area,latitude,longitude,interconnect_annuity,state,m_landcover,m_primeFarmland,exFacil,plFacil,m_HMI,m_popden,cpa_mw
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,71721,36.3634,62.50000055,43.81826315736751,-72.00016176,20272.719,New Hampshire,41,0,0,0,0.104569009,0.208,101.25
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70675,36.40173,62.25000063,44.81428529717318,-70.57926448,21398.352,Maine,42,0,0,0,0.0341813721391,0,100.845
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70727,36.648735,35.74999946,45.20282568779465,-71.0437013,29231.445,Maine,42,0,0,0,0.0407432156608,0,57.915
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,71097,36.66271,39.24999937,44.44112582011691,-72.58916606,37172.19,Vermont,41,1,0,0,0.0903756515283,0.738853503,63.585
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70750,36.723724,54.50000062,45.21800199232395,-70.74044262,29072.633,Maine,43,0,0,0,0.0398787877292,0,88.28999
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70823,36.83685,55.24999972,45.49472345721265,-70.6413107,32825.7,Maine,41,0,0,0,0.0262366548787,0,89.505005
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70767,37.05532,37.74999938,45.30381410782974,-70.79509808,30570.775,Maine,43,0,0,0,0.0330372389085,0,61.155003
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70662,37.058235,57.5000006,44.68761582277584,-70.31122339,18388.582,Maine,41,0,0,0,0.0948232143469,0.404347826,93.15
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70794,37.283287,52.50000071,45.20134067009226,-69.89918401,26442.871,Maine,42,0,0,0,0.033267232,0.133333333,85.05
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,71696,37.31972,48.2499998,43.47282130638985,-72.02143369,22417.969,New Hampshire,43,0,0,0,0.288270225,8.062176166,6.5137496
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70980,37.762253,54.75000029,44.77632586722542,-71.95759282,33682.17,Vermont,41,1,0,0,0.148695035,1.173515982,29.564999
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70704,37.88051,36.50000046,45.02203298849987,-70.93229203,25925.043,Maine,43,0,0,0,0.0433857998466,0,59.13
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70659,38.012333,57.4999998,44.76171785178772,-70.70164949,21102.715,Maine,41,0,0,0,0.0429690332192,0.00869565217391,93.15
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70301,38.08542,57.99999998,46.80599047612123,-68.91847614,38636.945,Maine,43,0,0,0,0.00963289637303,0,93.96001
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70642,38.089622,48.24999995,44.711444736708025,-70.82815123,20410.547,Maine,41,0,0,0,0.0587778856563,0,78.16499
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70731,38.13059,50.7499994,45.11150995077959,-70.57344149,26170.205,Maine,42,0,0,0,0.0347523211405,0.00492610837438,82.215
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70368,38.249657,31.2500003,45.785202369893454,-70.38027441,36510.348,Maine,41,0,1,0,0.0283851998635,0.384,50.625
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70814,38.312298,48.25000025,45.252907067334576,-69.78083793,27299.236,Maine,42,0,0,0,0.0397821820941,0,78.16499
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70690,38.353832,44.25000027,44.87580145300394,-70.55787721,22094.674,Maine,43,0,0,0,0.0362628541082,0.418079096,71.685
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70654,38.499146,26.25000035,44.86520247585514,-71.21359934,27552.219,New Hampshire,43,0,0,0,0.0693409746956,0,42.525
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,71803,38.507862,53.75000013,43.21327536343769,-72.71345269,20816.045,Vermont,43,0,0,0,0.197992549,1.641860465,29.025
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70112,38.617523,53.2500005,45.64064930327308,-69.08291358,38045.56,Maine,43,0,0,0,0.0140025930744,0,86.265
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70827,38.70284,58.99999949,45.42244157212072,-70.24176251,30207.588,Maine,43,0,0,0,0.0278015419633,0,95.58
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,71404,38.758217,50.00000026,43.71898278546252,-72.63871413,21763.838,Vermont,41,0,0,0,0.16643615,2.54,27
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,71704,38.833225,60.25000041,43.57501182682459,-71.86680104,21747.707,New Hampshire,41,0,0,0,0.28608106,3.228215768,16.2675
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,67579,38.973927,16.25000001,44.432085581350144,-71.25974996,23772.814,New Hampshire,41,0,0,0,0.0953190495188,0,26.325
