month,hour,zone,alpha
3,6,A,0.15970848915974598
3,6,B,0.3630719119893978
3,6,C,0.3189629512750942
3,6,D,0.3433551963300773
3,6,E,0.2951819298123434
3,6,F,0.2555104977413767
3,7,A,0.16287840875829104
3,7,B,0.358704777257325
3,7,C,0.3152274648753324
3,7,D,0.33387147067601713
3,7,E,0.29450896459560755
3,7,F,0.25371733965259763
3,8,A,0.1639314722834396
3,8,B,0.3631956560630646
3,8,C,0.3115737233251764
3,8,D,0.3203057485197024
3,8,E,0.28142072924162137
3,8,F,0.24616794248536603
3,9,A,0.16319044675366856
3,9,B,0.3605511198851288
3,9,C,0.29731831845324924
3,9,D,0.28793536272528547
3,9,E,0.2718405859510764
3,9,F,0.23554007595684764
3,10,A,0.16453468632492269
3,10,B,0.3532578976744628
3,10,C,0.2920122446377458
3,10,D,0.27444076047355903
3,10,E,0.2652470351217875
3,10,F,0.23909410534683395
3,11,A,0.1722392033105111
3,11,B,0.355499005258705
3,11,C,0.2895206157888996
3,11,D,0.2717223489942097
3,11,E,0.2643631831049435
3,11,F,0.23581055359187258
3,12,A,0.16581665426146133
3,12,B,0.3562459385461763
3,12,C,0.2944233626433154
3,12,D,0.268613260773447
3,12,E,0.258723306786061
3,12,F,0.22188328172030605
3,13,A,0.15133813063365525
3,13,B,0.348646147521951
3,13,C,0.29736469502065327
3,13,D,0.26328452481192643
3,13,E,0.25226631619807366
3,13,F,0.2090080036641371
3,14,A,0.12391377455466628
3,14,B,0.3326046324479674
3,14,C,0.27668993489113447
3,14,D,0.2460147156921463
3,14,E,0.24184081004949506
3,14,F,0.1825897798295848
3,15,A,0.09942830280700221
3,15,B,0.3042235260727346
3,15,C,0.27122671528033737
3,15,D,0.2266301365244437
3,15,E,0.23119442315187919
3,15,F,0.1650102386854392
3,16,A,0.07584370350417598
3,16,B,0.27636124857578465
3,16,C,0.2628166302618389
3,16,D,0.21464842112765337
3,16,E,0.21563037413760278
3,16,F,0.1354029562729639
3,17,A,0.040667723991731485
3,17,B,0.23671514609332478
3,17,C,0.23605993965860614
3,17,D,0.20523257937994935
3,17,E,0.19313188311241652
3,17,F,0.11747367867744944
3,18,A,0.020703886934110568
3,18,B,0.20405895495260126
3,18,C,0.19797359992178917
3,18,D,0.20045184775497818
3,18,E,0.17936196569603272
3,18,F,0.10903545566530727
3,19,A,0.021840076988338782
3,19,B,0.19603614101076947
3,19,C,0.1993048881659758
3,19,D,0.2123520270912006
3,19,E,0.18053703567269774
3,19,F,0.11840497811230245
3,20,A,0.028980888625567712
3,20,B,0.19352145915382696
3,20,C,0.2130500336759414
3,20,D,0.22622026230850367
3,20,E,0.18635359208127963
3,20,F,0.13895193377046733
3,21,A,0.04131313078902784
3,21,B,0.20906864313639362
3,21,C,0.2286041620079444
3,21,D,0.24535309191098315
3,21,E,0.20041125602451826
3,21,F,0.15652470660122775
3,22,A,0.06295096687814825
3,22,B,0.22912247099351554
3,22,C,0.2589392499965413
3,22,D,0.26242645817623994
3,22,E,0.22226362415735815
3,22,F,0.19409118443205034
3,23,A,0.08191772396631553
3,23,B,0.254041137024545
3,23,C,0.28424549443274766
3,23,D,0.28818702889151876
3,23,E,0.24063683426242816
3,23,F,0.22505799215006458
4,0,A,0.15780943640022677
4,0,B,0.3185522392028441
4,0,C,0.2835328451404663
4,0,D,0.3107515629110678
4,0,E,0.2836267434920543
4,0,F,0.26506047530935817
4,1,A,0.14715849375544662
4,1,B,0.32201976180242337
4,1,C,0.28463886236369124
4,1,D,0.3146182862778592
4,1,E,0.2684878546515816
4,1,F,0.2811094456006547
4,2,A,0.12925748535830625
4,2,B,0.3052157700294534
4,2,C,0.27991609067172396
4,2,D,0.3010920442186277
4,2,E,0.25032323425329506
4,2,F,0.27705709666987993
4,3,A,0.15060830075014714
4,3,B,0.3140211478782723
4,3,C,0.3033372944329636
4,3,D,0.32717960028550064
4,3,E,0.27414161518660507
4,3,F,0.28676404761763763
4,4,A,0.17276541260537223
4,4,B,0.34683648883413964
4,4,C,0.3250473794142731
4,4,D,0.34818025561969296
4,4,E,0.2939914445796914
4,4,F,0.3033029087023573
4,5,A,0.18945906810662802
4,5,B,0.35496105568011804
4,5,C,0.33535042288061195
4,5,D,0.3510325459577014
4,5,E,0.30744231992589954
4,5,F,0.30135714544260295
4,6,A,0.19761397824531937
4,6,B,0.3596443122848872
4,6,C,0.34038436677829365
4,6,D,0.3410888388081175
4,6,E,0.3112107393682215
4,6,F,0.29157815614039784
4,7,A,0.21174541010139847
4,7,B,0.3667150574515067
4,7,C,0.3446337228603592
4,7,D,0.33951576747274026
4,7,E,0.3093628928433456
4,7,F,0.2784277545940892
4,8,A,0.2097732615916732
4,8,B,0.362684149470449
4,8,C,0.342521413329835
4,8,D,0.3294690459100428
4,8,E,0.3021531307737748
4,8,F,0.26801525719360575
4,9,A,0.20550949886833955
4,9,B,0.3605341166757787
4,9,C,0.3394257411404338
4,9,D,0.31295280493063016
4,9,E,0.2989454589276323
4,9,F,0.25227781717504866
4,10,A,0.19735786640117722
4,10,B,0.357016042567703
4,10,C,0.33090653957874994
4,10,D,0.29790620248184996
4,10,E,0.29424382829708273
4,10,F,0.24757891610320001
4,11,A,0.18635259006160343
4,11,B,0.3518602974654567
4,11,C,0.3247692042676127
4,11,D,0.2979459091963496
4,11,E,0.2938568889601651
4,11,F,0.24397796316375825
4,12,A,0.17033163928657338
4,12,B,0.34051286101508726
4,12,C,0.3074377067275069
4,12,D,0.2766662861247347
4,12,E,0.27589456089361586
4,12,F,0.22344740294747964
4,13,A,0.14717541906766868
4,13,B,0.3211581091206605
4,13,C,0.2870083900598521
4,13,D,0.2573233888652065
4,13,E,0.2599725145380128
4,13,F,0.20791203424040713
4,14,A,0.1306991379269791
4,14,B,0.29956581028190354
4,14,C,0.28346344444243476
4,14,D,0.2395277838615033
4,14,E,0.24522128171675658
4,14,F,0.18759562558573442
4,15,A,0.10900968433198217
4,15,B,0.27661492060208526
4,15,C,0.24776751967163477
4,15,D,0.2167504000563141
4,15,E,0.21758992006757352
4,15,F,0.15199206711121982
4,16,A,0.05670860568517845
4,16,B,0.22325266371597613
4,16,C,0.192413872201342
4,16,D,0.18933524521411343
4,16,E,0.17524984419855663
4,16,F,0.11500223257834022
4,17,A,0.017345991548372085
4,17,B,0.18500907910302747
4,17,C,0.16346981930516513
4,17,D,0.18269296031488988
4,17,E,0.15727509265161801
4,17,F,0.10986482873041244
4,18,A,0.010005901252376685
4,18,B,0.1873295141357456
4,18,C,0.15729227783784228
4,18,D,0.18723980788214925
4,18,E,0.16235476291832282
4,18,F,0.11356530851790404
4,19,A,0.026422090425176417
4,19,B,0.19340280603389698
4,19,C,0.19329105398118623
4,19,D,0.201323890558876
4,19,E,0.1776230667759056
4,19,F,0.1260564198146432
4,20,A,0.05605284534208865
4,20,B,0.20629603281615588
4,20,C,0.20905266471788542
4,20,D,0.21236992444592176
4,20,E,0.18947404816855504
4,20,F,0.13926295157530244
4,21,A,0.07060012995395366
4,21,B,0.21246909986858029
4,21,C,0.21408862659227765
4,21,D,0.22673053062378484
4,21,E,0.20628478967976044
4,21,F,0.15714570895061455
4,22,A,0.09564772589911841
4,22,B,0.2383984094166171
4,22,C,0.23918492237960698
4,22,D,0.25632653468674443
4,22,E,0.22879707036295124
4,22,F,0.19676300814985495
4,23,A,0.12804349858428657
4,23,B,0.2828455043154015
4,23,C,0.27749758164645827
4,23,D,0.29683973738628155
4,23,E,0.2658001597600227
4,23,F,0.24805516737722466
5,0,A,0.2201259657078952
5,0,B,0.33474103102718544
5,0,C,0.34994744869631383
5,0,D,0.3501153729552973
5,0,E,0.32624005404851636
5,0,F,0.2933709802464026
5,1,A,0.2150643496648419
5,1,B,0.3592566603959107
5,1,C,0.3071278482193963
5,1,D,0.3613035554153069
5,1,E,0.32785793620735776
5,1,F,0.2983289175239766
5,2,A,0.1751393179712433
5,2,B,0.3415005257980127
5,2,C,0.2717468627032892
5,2,D,0.3337711254188921
5,2,E,0.29393056277833607
5,2,F,0.2907439656199614
5,3,A,0.18584318838385425
5,3,B,0.3180169073409521
5,3,C,0.3028026885034843
5,3,D,0.33776000980263066
5,3,E,0.283691897694839
5,3,F,0.30979980752561836
5,4,A,0.23058043391452115
5,4,B,0.3314755362696344
5,4,C,0.31583048113185075
5,4,D,0.3718899890988519
5,4,E,0.3142521745174932
5,4,F,0.336444973697726
5,5,A,0.24760706826087228
5,5,B,0.35203086422025487
5,5,C,0.3409186842828091
5,5,D,0.3738520878181326
5,5,E,0.3220122361214707
5,5,F,0.3379772159260954
5,6,A,0.2525591292676627
5,6,B,0.36719464579317684
5,6,C,0.37178177324714323
5,6,D,0.37463021914573624
5,6,E,0.32669499862586904
5,6,F,0.3118497377310489
5,7,A,0.24587090452853944
5,7,B,0.3704504489807284
5,7,C,0.3651791241133199
5,7,D,0.34921925142223725
5,7,E,0.33542473503034453
5,7,F,0.3032767285586496
5,8,A,0.25480490011429663
5,8,B,0.3899672153515153
5,8,C,0.3683436894026117
5,8,D,0.34413134417213703
5,8,E,0.336331620293681
5,8,F,0.29185930261847265
5,9,A,0.26453467193580416
5,9,B,0.3839469545210019
5,9,C,0.3706969616084205
5,9,D,0.3594172461355217
5,9,E,0.34042243781435744
5,9,F,0.28199993451601035
5,10,A,0.26095082168063943
5,10,B,0.3808121112054384
5,10,C,0.3739325570686579
5,10,D,0.3446532022491036
5,10,E,0.33958586683341346
5,10,F,0.2855986660966226
5,11,A,0.24628708888937842
5,11,B,0.3741798756652277
5,11,C,0.3713564134285618
5,11,D,0.32489054486753244
5,11,E,0.33122282179501417
5,11,F,0.27936405914010637
5,12,A,0.21430592383918945
5,12,B,0.3508365627735649
5,12,C,0.33102922544381314
5,12,D,0.29874251954396597
5,12,E,0.30463202275409845
5,12,F,0.2562211529790245
5,13,A,0.17951745908180536
5,13,B,0.31837438963105796
5,13,C,0.31159472912906133
5,13,D,0.2700274559261639
5,13,E,0.27326226946799576
5,13,F,0.23340352741294187
5,14,A,0.1462155311098333
5,14,B,0.27626782617761925
5,14,C,0.24509860872364303
5,14,D,0.22970951093845837
5,14,E,0.24054030926237002
5,14,F,0.19369734068289168
5,15,A,0.07609261378619381
5,15,B,0.20346514756794856
5,15,C,0.15535497856358327
5,15,D,0.1713973972457136
5,15,E,0.17569880915636502
5,15,F,0.11475528032585736
5,16,A,0.010005901252376685
5,16,B,0.1352237042606065
5,16,C,0.07965069903241233
5,16,D,0.15272684956835966
5,16,E,0.13360533733364993
5,16,F,0.06802779194757361
5,17,A,0.010005901252376685
5,17,B,0.14219072160283905
5,17,C,0.07276657730394748
5,17,D,0.16163169007428374
5,17,E,0.12262894188451041
5,17,F,0.06837005590605189
5,18,A,0.010005901252376685
5,18,B,0.15167025336969717
5,18,C,0.08183299510340336
5,18,D,0.1756413645873057
5,18,E,0.13015498131932549
5,18,F,0.08323639412198629
5,19,A,0.020784313061769585
5,19,B,0.16488729942612748
5,19,C,0.13959257899652158
5,19,D,0.18719658236620573
5,19,E,0.15225393251371727
5,19,F,0.09739272153506624
5,20,A,0.048091716475287066
5,20,B,0.17185591554855867
5,20,C,0.16833934466514758
5,20,D,0.2019394224321242
5,20,E,0.17675999966362907
5,20,F,0.120686585260841
5,21,A,0.08012343136254811
5,21,B,0.1854445030654537
5,21,C,0.1951068717180557
5,21,D,0.21747403926879524
5,21,E,0.1990145140666547
5,21,F,0.14511641048514803
5,22,A,0.11714591576631299
5,22,B,0.2180580733232982
5,22,C,0.24439023115289452
5,22,D,0.23989522104237143
5,22,E,0.2306628930698037
5,22,F,0.18263663627243162
5,23,A,0.17283537347307235
5,23,B,0.267611165368585
5,23,C,0.31431809521012294
5,23,D,0.2956703980010178
5,23,E,0.2826880537736945
5,23,F,0.23651942983527488
6,0,A,0.23080175415954618
6,0,B,0.32791601357583133
6,0,C,0.3719754445008474
6,0,D,0.32756999579228485
6,0,E,0.32993708738384525
6,0,F,0.2734590854859162
6,1,A,0.24538735128211156
6,1,B,0.38109810859510107
6,1,C,0.36467947510843696
6,1,D,0.34837524016879956
6,1,E,0.34133824797153045
6,1,F,0.29080959946607005
6,2,A,0.2240555666002513
6,2,B,0.38499429632768734
6,2,C,0.323056816152503
6,2,D,0.33732918556902536
6,2,E,0.3152990856579825
6,2,F,0.2872780480245333
6,3,A,0.21887596832857223
6,3,B,0.3551608455402768
6,3,C,0.3248680218003557
6,3,D,0.3190827305674331
6,3,E,0.2986053571108727
6,3,F,0.2901938028675088
6,4,A,0.25993979406959605
6,4,B,0.3962419165451633
6,4,C,0.36567698771747054
6,4,D,0.3399996804249574
6,4,E,0.3284333832782602
6,4,F,0.3385152773834647
6,5,A,0.2952745180686496
6,5,B,0.411996821573486
6,5,C,0.37525977342889555
6,5,D,0.3401941021079193
6,5,E,0.33791103029566305
6,5,F,0.3596032870468003
6,6,A,0.29878678513379026
6,6,B,0.39577522150216676
6,6,C,0.3777512824801259
6,6,D,0.3410601439826613
6,6,E,0.3352507193032557
6,6,F,0.35040768190343136
6,7,A,0.28175733227309624
6,7,B,0.3836456538162733
6,7,C,0.38481897077131993
6,7,D,0.3603995293298876
6,7,E,0.3438099086481935
6,7,F,0.34674603419868616
6,8,A,0.2828768011785636
6,8,B,0.37514747797911613
6,8,C,0.3795880482636162
6,8,D,0.3564393178410224
6,8,E,0.3424853363937087
6,8,F,0.3363471930302814
6,9,A,0.27465571338520467
6,9,B,0.39135313226657376
6,9,C,0.37117741877532145
6,9,D,0.34076238130230585
6,9,E,0.3395356739444035
6,9,F,0.3192010811180783
6,10,A,0.28877230584298585
6,10,B,0.39445391476136216
6,10,C,0.38700325637153343
6,10,D,0.3298917980067738
6,10,E,0.33382305553354774
6,10,F,0.2975556430279932
6,11,A,0.282667480697359
6,11,B,0.39125772863617003
6,11,C,0.39021335001922886
6,11,D,0.3147837431934189
6,11,E,0.32381334945603074
6,11,F,0.28654080521308445
6,12,A,0.25718279687914614
6,12,B,0.3589492509092708
6,12,C,0.36976499162248744
6,12,D,0.2944498546969245
6,12,E,0.3004663734493802
6,12,F,0.25977750655453963
6,13,A,0.21631709496793733
6,13,B,0.32374159703423777
6,13,C,0.32764592720724206
6,13,D,0.27165131531380826
6,13,E,0.27103489261863095
6,13,F,0.22050811379927268
6,14,A,0.16274104665155564
6,14,B,0.2669900324808958
6,14,C,0.26882466110439496
6,14,D,0.22545804665191865
6,14,E,0.22526720407277437
6,14,F,0.1642581187260618
6,15,A,0.07321253474874538
6,15,B,0.1826879144385617
6,15,C,0.14039045140491274
6,15,D,0.16606054178342328
6,15,E,0.15346360488006067
6,15,F,0.06915096834776786
6,16,A,0.012469246471918065
6,16,B,0.1315361820357176
6,16,C,0.07046692491835034
6,16,D,0.154094907671259
6,16,E,0.11936778211668478
6,16,F,0.04679508940616644
6,17,A,0.010005901252376685
6,17,B,0.1298935896143045
6,17,C,0.06032860672700408
6,17,D,0.1739531048076316
6,17,E,0.11610775156487953
6,17,F,0.06326884016185375
6,18,A,0.010005901252376685
6,18,B,0.14494159507970403
6,18,C,0.06493483813879684
6,18,D,0.17748992258347412
6,18,E,0.12269798333932991
6,18,F,0.09522426399297483
6,19,A,0.02963206436314208
6,19,B,0.16893822418688978
6,19,C,0.12182733902479936
6,19,D,0.19486986935491418
6,19,E,0.14964868384236354
6,19,F,0.11985681109218148
6,20,A,0.06332485783613792
6,20,B,0.1752537255812877
6,20,C,0.17372755929747422
6,20,D,0.21700223020028658
6,20,E,0.17721593862952845
6,20,F,0.13619849174988669
6,21,A,0.09517415238004888
6,21,B,0.20375797974208842
6,21,C,0.20347394615642495
6,21,D,0.23104361719525546
6,21,E,0.20374257870534115
6,21,F,0.15343945389385447
6,22,A,0.12133296392625655
6,22,B,0.21838156962522395
6,22,C,0.23567891733209828
6,22,D,0.2548554803978895
6,22,E,0.2333872810979821
6,22,F,0.18961694293962258
6,23,A,0.16703039236882272
6,23,B,0.2574704450505121
6,23,C,0.2893835533390124
6,23,D,0.28997596411608606
6,23,E,0.2817088610136622
6,23,F,0.2457633109908
7,0,A,0.24889776976002195
7,0,B,0.3458234379418959
7,0,C,0.40413834516167074
7,0,D,0.3651278854143406
7,0,E,0.3848211894719067
7,0,F,0.31475396451717924
7,1,A,0.26827843130437096
7,1,B,0.39247843415819117
7,1,C,0.38440936412853033
7,1,D,0.3648864289520369
7,1,E,0.37799975042407297
7,1,F,0.31015225858853207
7,2,A,0.24835034931114572
7,2,B,0.3620578069766276
7,2,C,0.35576508714650135
7,2,D,0.3329107484196152
7,2,E,0.35117656816174597
7,2,F,0.28618885052792536
7,3,A,0.23122640595750119
7,3,B,0.35103833792678724
7,3,C,0.3524998366590061
7,3,D,0.3185264061729711
7,3,E,0.3213756869593392
7,3,F,0.2845009436161833
7,4,A,0.2759411987822553
7,4,B,0.38949289880467225
7,4,C,0.38778950861024775
7,4,D,0.3416037300138011
7,4,E,0.3371178114518041
7,4,F,0.31709607344060736
7,5,A,0.2911085784120121
7,5,B,0.40776065020359514
7,5,C,0.41064315315017275
7,5,D,0.3600836191411968
7,5,E,0.3404013710153891
7,5,F,0.3375467349878407
7,6,A,0.2990453966456753
7,6,B,0.3965075014588674
7,6,C,0.4297315777681959
7,6,D,0.3531140995898712
7,6,E,0.34655777418964534
7,6,F,0.340701992007088
7,7,A,0.31029693872835823
7,7,B,0.39794629531721015
7,7,C,0.4159249399813125
7,7,D,0.36117483703607767
7,7,E,0.3457906266782413
7,7,F,0.33448273610535
7,8,A,0.31240293864591623
7,8,B,0.40638816481201223
7,8,C,0.41146416324705953
7,8,D,0.3647262451476693
7,8,E,0.3464160445998931
7,8,F,0.31254953348264697
7,9,A,0.3018321523977746
7,9,B,0.417185474086454
7,9,C,0.4295748909273076
7,9,D,0.3601131522466285
7,9,E,0.3458802016704405
7,9,F,0.2983442592846556
7,10,A,0.30272858896030985
7,10,B,0.41949532313795634
7,10,C,0.4483073039064207
7,10,D,0.36140815529267895
7,10,E,0.35224784770183637
7,10,F,0.29359529783199045
7,11,A,0.28982490536258493
7,11,B,0.41494352698584325
7,11,C,0.45592499369991607
7,11,D,0.34441282609839796
